smtcomp_49.smt2,False,True,timeout,1260.2799468040466
smtcomp_50.smt2,False,True,skipped,0
smtcomp_51.smt2,False,True,skipped,0
smtcomp_52.smt2,False,True,skipped,0
smtcomp_53.smt2,False,True,skipped,0
smtcomp_63.smt2,False,True,timeout,1260.2184150218964
smtcomp_64.smt2,False,True,timeout,1260.2390325069427
smtcomp_65.smt2,False,True,timeout,1260.1941225528717
smtcomp_66.smt2,False,True,timeout,1260.2376544475555
smtcomp_67.smt2,False,True,skipped,0
smtcomp_69.smt2,False,True,skipped,0
smtcomp_75.smt2,False,True,skipped,0
smtcomp_76.smt2,False,True,skipped,0
smtcomp_77.smt2,False,True,skipped,0
smtcomp_79.smt2,False,True,timeout,1260.2037281990051
smtcomp_80.smt2,False,True,timeout,1260.283348083496
smtcomp_81.smt2,False,True,timeout,1260.3170082569122
smtcomp_82.smt2,False,True,skipped,0
smtcomp_83.smt2,False,True,skipped,0
smtcomp_84.smt2,False,True,skipped,0
smtcomp_85.smt2,False,True,skipped,0
smtcomp_86.smt2,False,True,timeout,1260.2317395210266
smtcomp_90.smt2,False,True,timeout,1260.2607946395874
smtcomp_91.smt2,False,True,timeout,1260.2153587341309
smtcomp_92.smt2,False,True,timeout,1260.1898362636566
smtcomp_97.smt2,False,True,timeout,1260.593092918396
smtcomp_98.smt2,False,True,timeout,1260.491866350174
smtcomp_301.smt2,False,True,timeout,1260.3382787704468
smtcomp_103.smt2,False,True,skipped,0
smtcomp_104.smt2,False,True,skipped,0
smtcomp_254.smt2,False,True,timeout,1260.2738192081451
smtcomp_255.smt2,False,True,skipped,0
smtcomp_256.smt2,False,True,skipped,0
smtcomp_257.smt2,False,True,skipped,0
smtcomp_266.smt2,False,True,timeout,1260.2359120845797
smtcomp_267.smt2,False,True,timeout,1260.26012468338
smtcomp_270.smt2,False,True,timeout,1260.1774854660034
smtcomp_278.smt2,False,True,skipped,0
smtcomp_279.smt2,False,True,skipped,0
smtcomp_280.smt2,False,True,skipped,0
smtcomp_281.smt2,False,True,skipped,0
smtcomp_282.smt2,False,True,skipped,0
smtcomp_283.smt2,False,True,skipped,0
smtcomp_284.smt2,False,True,skipped,0
smtcomp_288.smt2,False,True,skipped,0
smtcomp_289.smt2,False,True,skipped,0
smtcomp_290.smt2,False,True,timeout,1260.285912513733
smtcomp_291.smt2,False,True,timeout,1260.279524564743
smtcomp_297.smt2,False,True,timeout,1260.261726617813
smtcomp_298.smt2,False,True,timeout,1260.3832280635834
smtcomp_299.smt2,False,True,timeout,1260.5271863937378
smtcomp_300.smt2,False,True,timeout,1261.051841020584
smtcomp_301.smt2,False,True,timeout,1260.3382787704468
smtcomp_302.smt2,False,True,timeout,1260.5232219696045
smtcomp_307.smt2,False,True,skipped,0
smtcomp_308.smt2,False,True,skipped,0
_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2,False,True,timeout,1261.519244670868
0084-labyrinth-17-0.smt2,False,True,timeout,1267.5261371135712
0110-labyrinth-16-0.smt2,False,True,timeout,1265.0856218338013
0150-labyrinth-16-0.smt2,False,True,timeout,1265.2919783592224
brp_withassume.t2.c_Iteration1_Loop_3-pieceTemplate.smt2,False,True,timeout,1261.1546144485474
brp_withassume.t2.c_Iteration1_Loop_4-pieceTemplate.smt2,False,True,timeout,1261.7689411640167
brp_withassume.t2.c_Iteration1_Loop_6-phaseTemplate.smt2,False,True,timeout,1261.124216556549
brp_withassume.t2.c_Iteration8_Loop_3-pieceTemplate.smt2,False,True,timeout,1261.4169771671295
brp_withassume.t2.c_Iteration8_Loop_4-pieceTemplate.smt2,False,True,timeout,1262.2030289173126
brp_withassume.t2.c_Iteration8_Loop_6-phaseTemplate.smt2,False,True,timeout,1261.4060907363892
disj_nightmare.t2.c_Iteration1_Loop_4-pieceTemplate.smt2,False,True,timeout,1260.6092441082
disj_nightmare.t2.c_Iteration2_Loop_4-pieceTemplate.smt2,False,True,timeout,1260.6165878772736
eric.t2.c_Iteration1_Lasso_4-pieceTemplate.smt2,False,True,timeout,1260.337548494339
firewire.t2.c_Iteration1_Lasso_3-pieceTemplate.smt2,False,True,timeout,1260.7787790298462
firewire.t2.c_Iteration1_Lasso_4-pieceTemplate.smt2,False,True,timeout,1261.1824555397034
firewire.t2.c_Iteration1_Lasso_6-phaseTemplate.smt2,False,True,timeout,1260.7110738754272
hongyi1.t2.c_Iteration1_Loop_3-pieceTemplate.smt2,False,True,timeout,1261.0997264385223
hongyi1.t2.c_Iteration1_Loop_4-pieceTemplate.smt2,False,True,timeout,1261.7226421833038
hongyi1.t2.c_Iteration1_Loop_6-phaseTemplate.smt2,False,True,timeout,1261.0641748905182
hongyi1.t2.c_Iteration9_Loop_3-pieceTemplate.smt2,False,True,timeout,1261.2124433517456
hongyi1.t2.c_Iteration9_Loop_4-pieceTemplate.smt2,False,True,timeout,1261.9080617427826
hongyi1.t2.c_Iteration9_Loop_6-phaseTemplate.smt2,False,True,timeout,1261.6976528167725
sas2.t2.c_Iteration1_Lasso_4-pieceTemplate.smt2,False,True,timeout,1260.530448436737
sas2.t2.c_Iteration5_Lasso_4-pieceTemplate.smt2,False,True,timeout,1260.684913635254
sas2.t2.c_Iteration5_Lasso_7-phaseTemplate.smt2,False,True,timeout,1260.623658657074
sas2.t2.c_Iteration6_Lasso_4-pieceTemplate.smt2,False,True,timeout,1260.6600260734558
sas2.t2.c_Iteration7_Loop_4-pieceTemplate.smt2,False,True,timeout,1260.963728427887
sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2,False,True,timeout,1260.9591329097748
sumit.t2.c_Iteration2_Loop_7-phaseTemplate.smt2,False,True,timeout,1260.7298910617828
Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2,False,True,timeout,1260.6103773117063
Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2,False,True,timeout,1260.5008068084717
BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2,False,True,timeout,1260.4711816310885
BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2,False,True,timeout,1260.466272354126
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2,False,True,timeout,1261.125365972519
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2,False,True,timeout,1261.7336111068726
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2,False,True,timeout,1261.765085220337
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_4-pieceTemplate.smt2,False,True,timeout,1260.3535752296448
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2,False,True,timeout,1261.5145308971405
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_3-pieceTemplate.smt2,False,True,timeout,1261.5428388118744
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2,False,True,timeout,1262.1930937767029
aviad_true-termination.c_Iteration1_Loop_2-pieceTemplate.smt2,False,True,timeout,1262.6273353099823
aviad_true-termination.c_Iteration1_Loop_4-lexTemplate.smt2,False,True,timeout,1261.8691229820251
aviad_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2,False,True,timeout,1261.543916463852
aviad_true-termination.c_Iteration1_Loop_7-nestedTemplate.smt2,False,True,timeout,1261.821790456772
GcdNew.bpl_Iteration1_Lasso_4-pieceTemplate.smt2,False,True,timeout,1260.557287454605
GcdNew.bpl_Iteration1_Lasso_7-phaseTemplate.smt2,False,True,timeout,1260.46835231781
SyntaxSupportDivision1.bpl_Iteration1_Lasso_4-pieceTemplate.smt2,False,True,timeout,1260.6998009681702
bound-scaled200.bpl_Iteration1_Loop_7-phaseTemplate.smt2,False,True,timeout,1260.728644132614
bound-scaled600.bpl_Iteration1_Loop_4-pieceTemplate.smt2,False,True,timeout,1260.8926784992218
simple-scaled100.bpl_Iteration1_Lasso_3-pieceTemplate.smt2,False,True,timeout,1260.610850572586
simple-scaled100.bpl_Iteration1_Lasso_4-pieceTemplate.smt2,False,True,timeout,1260.903839826584
simple-scaled100.bpl_Iteration1_Lasso_6-phaseTemplate.smt2,False,True,timeout,1260.6763360500336
simple-scaled200.bpl_Iteration1_Lasso_2-pieceTemplate.smt2,False,True,timeout,1261.2780058383942
simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2,False,True,timeout,1261.1422760486605
simple-scaled200.bpl_Iteration1_Lasso_5-phaseTemplate.smt2,False,True,timeout,1262.972996711731
simple-scaled250.bpl_Iteration1_Lasso_5-phaseTemplate.smt2,False,True,timeout,1264.2716526985168
yPositive-SIscaled100.bpl_Iteration1_Loop_3-pieceTemplate.smt2,False,True,timeout,1260.4160947799685
yPositive-SIscaled100.bpl_Iteration1_Loop_4-pieceTemplate.smt2,False,True,timeout,1260.6520793437958
yPositive-SIscaled100.bpl_Iteration1_Loop_5-phaseTemplate.smt2,False,True,timeout,1260.3691713809967
yPositive-SIscaled100.bpl_Iteration1_Loop_6-phaseTemplate.smt2,False,True,timeout,1260.5902483463287
yPositive-SIscaled100.bpl_Iteration1_Loop_7-phaseTemplate.smt2,False,True,timeout,1261.008359670639
yPositive-SIscaled50.bpl_Iteration1_Loop_7-phaseTemplate.smt2,False,True,timeout,1260.8247537612915
yPositive-SIscaled75.bpl_Iteration1_Loop_3-pieceTemplate.smt2,False,True,timeout,1260.488481283188
yPositive-SIscaled75.bpl_Iteration1_Loop_4-pieceTemplate.smt2,False,True,timeout,1260.532249212265
yPositive-SIscaled75.bpl_Iteration1_Loop_6-phaseTemplate.smt2,False,True,timeout,1260.5344760417938
yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2,False,True,timeout,1260.7989773750303
fixnet-3000.smt2,False,True,timeout,1260.1125619411469
constraint-1007893.smt2,False,True,timeout,1260.268330335617
